iter	Logloss
146	0.02200454338
147	0.02197920278
148	0.02194425436
149	0.02192620563
150	0.02192151446
151	0.02191501157
152	0.02189588716
153	0.02188262408
154	0.0218749922
155	0.0218595317
156	0.02184770139
157	0.02183725108
158	0.02183219786
159	0.0218233969
160	0.02180079872
161	0.02178374377
162	0.0217738762
163	0.02176449499
164	0.02175215848
165	0.0217392701
166	0.02172690794
167	0.02171865355
168	0.02169419459
169	0.02168968423
170	0.02167939442
171	0.02167018923
172	0.02164526124
173	0.021633922
174	0.02161610108
175	0.02160434701
176	0.02158842172
177	0.02158378081
178	0.02153701772
179	0.02152465079
180	0.02151300258
181	0.02149246778
182	0.02147637574
183	0.0214446101
184	0.02140916836
185	0.0213929809
186	0.02137813113
187	0.02137041437
188	0.02135961283
189	0.02135224215
190	0.02134233931
191	0.02129049511
192	0.02127821337
193	0.02127451672
194	0.0212644118
195	0.02125097677
196	0.02123160937
197	0.02122203131
198	0.0212133893
199	0.02117483413
200	0.02115215374
201	0.02114141244
202	0.0211273298
203	0.02112242083
204	0.02111587128
205	0.02110804999
206	0.0210937815
207	0.02108147113
208	0.02107257421
209	0.02106296597
210	0.02104953981
211	0.02104215572
212	0.02099936011
213	0.02098767369
214	0.02098294911
215	0.02097583199
216	0.02097015476
217	0.0209197921
218	0.02090854316
219	0.02090464314
220	0.02089211013
221	0.02087869427
222	0.02083385976
223	0.02083062391
224	0.02082348841
225	0.02081981977
226	0.02078502118
227	0.02078153746
228	0.02077408585
229	0.02074708226
230	0.0207370582
231	0.02072706505
232	0.02071843719
233	0.0207049916
234	0.02069794566
235	0.02069418897
236	0.02066804389
237	0.02066069463
238	0.02062914467
239	0.02062082861
240	0.02061727055
241	0.02060610622
242	0.02059488071
243	0.02059158261
244	0.02058245024
245	0.02057267259
246	0.02053667603
247	0.02053000417
248	0.02052295847
249	0.02051757339
250	0.0204622616
251	0.0204530728
252	0.0204369809
253	0.02042273522
254	0.02039967228
255	0.0203780876
256	0.02036714813
257	0.0203565231
258	0.02033484173
259	0.02031641269
260	0.02030845654
261	0.0203038686
262	0.02029475377
263	0.02029009245
264	0.0202581667
265	0.02025197982
266	0.02024963153
267	0.0202345907
268	0.02022143871
269	0.02021211391
270	0.0201985925
271	0.02019119263
272	0.02018374932
273	0.02016058216
274	0.02014235018
275	0.02014006776
276	0.02012785928
277	0.02012136523
278	0.02010771618
279	0.0200826459
280	0.02007652661
281	0.02005752181
282	0.02003633955
283	0.02002203891
284	0.02001323428
285	0.02000206321
286	0.01999578553
287	0.01998437455
288	0.01997617713
289	0.01996866583
290	0.01996143985
291	0.01995187435
292	0.01994597122
293	0.01993384872
294	0.01992327256
295	0.01989563084
296	0.01988721199
297	0.01988353385
298	0.01987285368
299	0.01986290967
300	0.01985298191
301	0.01984890159
302	0.01984077692
303	0.01983400376
304	0.01981837057
305	0.0198100621
306	0.01980123667
307	0.01979125739
308	0.01977523289
309	0.01976465324
310	0.01975497038
311	0.01974412629
312	0.01973836363
313	0.01972904816
314	0.01966335589
315	0.01965830105
316	0.01963946562
317	0.01957532423
318	0.01956748541
319	0.0195599187
320	0.01955231248
321	0.01954468734
322	0.01953563467
323	0.01952683808
324	0.0195183874
325	0.01951435482
326	0.01950749573
327	0.01950071246
328	0.0194947544
329	0.01948666213
330	0.01945466178
331	0.01944137187
332	0.01943392525
333	0.01942568594
334	0.01941888633
335	0.01941410454
336	0.01940724732
337	0.0194000782
338	0.01939569943
339	0.01938892794
340	0.01938309569
341	0.01937680428
342	0.01937116717
343	0.01936370727
344	0.01935133365
345	0.01934529178
346	0.01930205281
347	0.01929475294
348	0.01928314474
349	0.01924550501
350	0.01920956734
351	0.01920310896
352	0.01919895368
353	0.01919665174
354	0.01919047914
355	0.0191818468
356	0.01916581108
357	0.0191559611
358	0.01914524422
359	0.01913596841
360	0.01912692675
361	0.0191107239
362	0.01908373363
363	0.01907829612
364	0.01904159278
365	0.0190364547
366	0.01902906805
367	0.01902151451
368	0.0190035578
369	0.01899281854
370	0.01898697031
371	0.01897657899
372	0.01896906951
373	0.01893712444
374	0.01892940225
375	0.01891403819
376	0.01890349717
377	0.01888938578
378	0.01888387596
379	0.01887683625
380	0.01887137108
381	0.01886963551
382	0.01885403015
383	0.0188022294
384	0.01880044327
385	0.01879450268
386	0.01878151931
387	0.01877462026
388	0.01872153501
389	0.0187198515
390	0.01868132526
391	0.01867462481
392	0.0186667491
393	0.01865804674
394	0.01863977661
395	0.01863609551
396	0.01862663079
397	0.01861998981
398	0.01861242105
399	0.01860643659
400	0.01858947267
401	0.01858289721
402	0.01856270068
403	0.01854735455
404	0.01852739728
405	0.01850817127
406	0.01848895778
407	0.01848420128
408	0.01847687069
409	0.01847240526
410	0.01846815651
411	0.01845904145
412	0.01845465167
413	0.01838745366
414	0.01835151516
415	0.01834488288
416	0.01833342955
417	0.01832152751
418	0.01831560414
419	0.01829880886
420	0.01829033881
421	0.01828717368
422	0.0182806628
423	0.01827351473
424	0.01826465103
425	0.01825693548
426	0.01824156395
427	0.01821184192
428	0.01820604014
429	0.01819771646
430	0.01819307627
431	0.01818340053
432	0.01817915477
433	0.01816995445
434	0.01816188482
435	0.0181469809
436	0.01814302401
437	0.0181283074
438	0.01811516088
439	0.01810908368
440	0.0180822899
441	0.01807886622
442	0.01806751297
443	0.01806580289
444	0.01805854069
445	0.01804184857
446	0.01802500857
447	0.01801318354
448	0.01800927451
449	0.01800280125
450	0.01795244699
451	0.017941684
452	0.01793560718
453	0.01792157197
454	0.01791999085
455	0.01791459541
456	0.01788631681
457	0.01783971067
458	0.01783679098
459	0.01783400787
460	0.01782027846
461	0.01781175119
462	0.01779832802
463	0.01778916127
464	0.01778394532
465	0.01777880326
466	0.01777520936
467	0.01776122198
468	0.01771288919
469	0.01770840442
470	0.01770347476
471	0.01769748984
472	0.0176864588
473	0.01768306178
474	0.01766837296
475	0.01766394037
476	0.01765468169
477	0.01765032588
478	0.01763495215
479	0.01762905169
480	0.01762296575
481	0.01761652805
482	0.01761054685
483	0.01760615336
484	0.0176030876
485	0.01759699294
486	0.01759318605
487	0.01757147414
488	0.01755305772
489	0.01754350884
490	0.0175422484
491	0.017538704
492	0.01753427533
493	0.01753306543
494	0.01752500504
495	0.01752090703
496	0.01749289915
497	0.01748693266
498	0.01748374944
499	0.01747814395
500	0.01747178717
501	0.01746950975
502	0.0174661747
503	0.01746090973
504	0.01745593625
505	0.01744590309
506	0.01743713999
507	0.01743141292
508	0.01740137108
509	0.01740010879
510	0.01738758218
511	0.01735487238
512	0.01734265162
513	0.01733403304
514	0.01732838299
515	0.01732235498
516	0.01732121272
517	0.01732009995
518	0.01731657486
519	0.0173087212
520	0.01730109468
521	0.01728266005
522	0.01727190116
523	0.01722965126
524	0.01722850023
525	0.01722153607
526	0.01720666514
527	0.01719740911
528	0.01716982966
529	0.01716702534
530	0.0171659052
531	0.01716016743
532	0.01715437072
533	0.01714795172
534	0.01714106267
535	0.01713760162
536	0.01713109044
537	0.0171165136
538	0.01710936433
539	0.01710522325
540	0.01709612082
541	0.01708744478
542	0.01707219138
543	0.01706961625
544	0.01704594162
545	0.01702880823
546	0.01699592812
547	0.01699489194
548	0.01699232929
549	0.01698752787
550	0.01697992432
551	0.01697326718
552	0.01696829151
553	0.01693201214
554	0.01689763294
555	0.01688918563
556	0.01687587858
557	0.01686802854
558	0.01686051286
559	0.0168570922
560	0.01683284004
561	0.01680638413
562	0.01678678228
563	0.01678229529
564	0.01677366855
565	0.01676643949
566	0.01672752866
567	0.01672512201
568	0.01671394952
569	0.01669023122
570	0.01666802899
571	0.01666008066
572	0.0166380459
573	0.01662162998
574	0.01661626889
575	0.01661392517
576	0.01660694398
577	0.01660374377
578	0.01659383556
579	0.01657455133
580	0.01655767754
581	0.01654406071
582	0.01651594914
583	0.01649951014
584	0.01649455072
585	0.01648351397
586	0.01646420963
587	0.01646204836
588	0.01645746949
589	0.01644709731
590	0.01643764807
591	0.01642486311
592	0.0164188743
593	0.01637698944
594	0.01636551196
595	0.01635799721
596	0.01635459088
597	0.01634080816
598	0.01633989102
599	0.01633309262
600	0.01632338545
601	0.01631147274
602	0.01630404473
603	0.01629698151
604	0.0162891729
605	0.01626999558
606	0.01625482592
607	0.01624797902
608	0.0162470788
609	0.01623772662
610	0.01623040606
611	0.01621923233
612	0.0162087582
613	0.016197427
614	0.01619081063
615	0.01617836161
616	0.01617057677
617	0.01616972558
618	0.01615866211
619	0.01613861435
620	0.01613328212
621	0.01612333814
622	0.01611614321
623	0.01611416839
624	0.01610729675
625	0.01609556521
626	0.01607866221
627	0.01606729453
628	0.01605622735
629	0.01605069978
630	0.01603623443
631	0.01603540079
632	0.016029078
633	0.01602302469
634	0.01601985824
635	0.01599824437
636	0.01598961795
637	0.01598457144
638	0.01596689178
639	0.01596606592
640	0.01596290997
641	0.01595636022
642	0.01594274858
643	0.01590926933
644	0.01590491893
645	0.01589017992
646	0.01588502535
647	0.01587551687
648	0.01586734525
649	0.01586654893
650	0.01586043388
651	0.01585628078
652	0.015849139
653	0.01583917196
654	0.01583066818
655	0.01582204713
656	0.01582105129
657	0.01581683164
658	0.01581549504
659	0.01581037434
660	0.01580360349
661	0.01579671032
662	0.01579119373
663	0.015785979
664	0.01578313753
665	0.0157795995
666	0.01577541568
667	0.01576768314
668	0.01575608695
669	0.01575420973
670	0.01574934731
671	0.01574569264
672	0.01574114073
673	0.01573979741
674	0.01573689691
675	0.01573618208
676	0.01572595739
677	0.01570620917
678	0.01570007961
679	0.0156955785
680	0.01567797321
681	0.01567436688
682	0.01566305465
683	0.01564961399
684	0.01564384036
685	0.01564314147
686	0.01563305676
687	0.01562832377
688	0.01562376051
689	0.01562208343
690	0.01561109923
691	0.01560569929
692	0.01557636195
693	0.01557180415
694	0.01556802925
695	0.01556732928
696	0.0155622105
697	0.01555672757
698	0.0155378466
699	0.01552875595
700	0.0155207338
701	0.01551351195
702	0.01550813852
703	0.01550733413
704	0.01550122879
705	0.01549186655
706	0.01548803485
707	0.01547380802
708	0.01546991693
709	0.01546316998
710	0.01546252016
711	0.01546113351
712	0.01545821169
713	0.01545555812
714	0.01545115087
715	0.0154483957
716	0.01543844857
717	0.01543281033
718	0.01542865756
719	0.01542272134
720	0.0154216246
721	0.01541448346
722	0.01540346263
723	0.01540282985
724	0.01540220021
725	0.01539100443
726	0.01538426796
727	0.01537831814
728	0.01537325047
729	0.01536748232
730	0.01534702755
731	0.01534471572
732	0.01534012148
733	0.01533794099
734	0.01533280453
735	0.01531100375
736	0.01530864316
737	0.01530301928
738	0.01530237114
739	0.01530176231
740	0.01529696102
741	0.01527278313
742	0.01525146838
743	0.0152466929
744	0.01524424559
745	0.01523792695
746	0.01522705189
747	0.01522644584
748	0.01522200163
749	0.01522022461
750	0.01520254905
751	0.01520047673
752	0.01519655047
753	0.01519026556
754	0.01518614411
755	0.01515130821
756	0.01513710573
757	0.01513458039
758	0.01513143587
759	0.01512544545
760	0.01512484767
761	0.01512098452
762	0.01510191092
763	0.01509655635
764	0.0150864917
765	0.01508246609
766	0.01506647604
767	0.01506139089
768	0.01505252714
769	0.01503719364
770	0.01502309871
771	0.01501107906
772	0.01501049178
773	0.01498470174
774	0.01498037544
775	0.01497922411
776	0.01497536173
777	0.01496812657
778	0.01496754991
779	0.01496303361
780	0.01495402422
781	0.01493361788
782	0.01491433513
783	0.01491100248
784	0.01490858565
785	0.01489917654
786	0.01489852545
787	0.0148960563
788	0.01488476483
789	0.01488122828
790	0.01488067236
791	0.01487730408
792	0.0148689581
793	0.01486787854
794	0.01486733449
795	0.01486066513
796	0.01485014219
797	0.01483863334
798	0.01483340453
799	0.01483084319
800	0.01482928655
801	0.01482423549
802	0.01482023825
803	0.01480676554
804	0.01478350748
805	0.014772859
806	0.0147723177
807	0.0147717921
808	0.01475718111
809	0.01475472513
810	0.01473955677
811	0.01473251676
812	0.0147293035
813	0.01472041531
814	0.01471990178
815	0.01471450636
816	0.01471002676
817	0.01469250214
818	0.01468253513
819	0.01466748321
820	0.01466688887
821	0.01466160995
822	0.01465113142
823	0.01464942272
824	0.01463524199
825	0.01462684177
826	0.01462633617
827	0.01462467305
828	0.01462169447
829	0.01461616301
830	0.01460729048
831	0.01459787173
832	0.01459528415
833	0.01459478928
834	0.01458415549
835	0.01457157185
836	0.01455508075
837	0.01455455892
838	0.01455348783
839	0.01455022446
840	0.01454450357
841	0.01452838211
842	0.01452569246
843	0.0145203965
844	0.01451938391
845	0.01451890529
846	0.01450709626
847	0.01450142915
848	0.01449022566
849	0.01448754489
850	0.01448508205
851	0.01447757526
852	0.01447605669
853	0.01446104347
854	0.01445802645
855	0.01444850626
856	0.0144480348
857	0.01444301172
858	0.01444254466
859	0.01443929902
860	0.01443623601
861	0.01443222663
862	0.01442440086
863	0.01442179186
864	0.0144109707
865	0.01439337547
866	0.01439288251
867	0.01438630867
868	0.01437778668
869	0.01437157583
870	0.01436410611
871	0.01435858258
872	0.01435615886
873	0.0143510197
874	0.0143466208
875	0.01433691672
876	0.0143329964
877	0.01433246847
878	0.01433001147
879	0.01432957292
880	0.01432711014
881	0.0143251088
882	0.01432110539
883	0.01431666306
884	0.01431008605
885	0.01430604097
886	0.01429973397
887	0.01429395109
888	0.01428916775
889	0.01428205814
890	0.01427417946
891	0.01426048882
892	0.01425851954
893	0.01425414667
894	0.01424496033
895	0.01422791585
896	0.01422322275
897	0.01421162137
898	0.01421119374
899	0.01420063301
900	0.01419323441
901	0.01418112767
902	0.01417313415
903	0.01416866536
904	0.01416508291
905	0.01416004759
906	0.01415960642
907	0.01415165003
908	0.01413572636
909	0.0141267398
910	0.01412567282
911	0.01412054911
912	0.01411688332
913	0.01410355003
914	0.01410105803
915	0.0140946419
916	0.0140792647
917	0.01407880092
918	0.01407180627
919	0.01404218735
920	0.01403760569
921	0.01403004001
922	0.01402794529
923	0.01401313374
924	0.01400486906
925	0.01399847789
926	0.01399659224
927	0.0139951794
928	0.01398623551
929	0.01398050303
930	0.01397222595
931	0.01395928538
932	0.01395185798
933	0.01394846708
934	0.01394482708
935	0.01394071578
936	0.01393838087
937	0.01393618149
938	0.01393499434
939	0.01393108789
940	0.0139273976
941	0.01391596191
942	0.01391555007
943	0.01391048912
944	0.01390835454
945	0.01390352339
946	0.013902471
947	0.01389672934
948	0.01389629854
949	0.01389590213
950	0.01389132247
951	0.01388944228
952	0.01388242875
953	0.01388204145
954	0.01387641702
955	0.01386441272
956	0.01385770354
957	0.01385662369
958	0.01384778563
959	0.01384199234
960	0.01383986092
961	0.01382914491
962	0.01381841828
963	0.0138051554
964	0.01380466959
965	0.01380385582
966	0.01379857111
967	0.01379332251
968	0.01378819599
969	0.01378519674
970	0.01378022567
971	0.01377482817
972	0.0137713307
973	0.01377061874
974	0.01376911362
975	0.01376873827
976	0.01374496442
977	0.01374094543
978	0.0137369903
979	0.01373410884
980	0.01370975178
981	0.01370742218
982	0.01370705317
983	0.01370661783
984	0.01369834905
985	0.01369544046
986	0.01369335823
987	0.0136876772
988	0.0136639851
989	0.01365825059
990	0.01365557557
991	0.01365240759
992	0.01364885286
993	0.01364659692
994	0.01364472604
995	0.01364076658
996	0.01364009354
997	0.01363867244
998	0.01363681127
999	0.01363424274
